reading time	contador	Linux specific stats, not populated on Windows. Current is the number of pids in the cgroup	Linux specific stats, not populated on Windows. Limit is the hard limit on the number of pids in the cgroup. A "Limit" of 0 means that there is no limit.	Total CPU time consumed. (Units: nanoseconds on Linux, Units: 100's of nanoseconds on Windows)	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 0	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 1	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 2	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 3	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 4	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 5	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 6	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 7	Time spent by tasks of the cgroup in kernel mode (Units: nanoseconds on Linux). Time spent by all container processes in kernel mode (Units: 100's of nanoseconds on Windows.Not populated for Hyper-V Containers.).	Time spent by tasks of the cgroup in user mode (Units: nanoseconds on Linux). Time spent by all container processes in user mode (Units: 100's of nanoseconds on Windows. Not populated for Hyper-V Containers).	System Usage. Linux only.	Online CPUs. Linux only.	Throttling Data. Linux only. Number of periods with throttling active.	Throttling Data. Linux only. Number of periods when the container hits its throttling limit.	Throttling Data. Linux only. Aggregate time the container was throttled for in nanoseconds.	Total CPU time consumed. (Units: nanoseconds on Linux. Units: 100's of nanoseconds on Windows)	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 0	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 1	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 2	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 3	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 4	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 5	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 6	Total CPU time consumed per core (Units: nanoseconds on Linux). Not used on Windows. CPU: 7	Time spent by tasks of the cgroup in kernel mode (Units: nanoseconds on Linux) - Time spent by all container processes in kernel mode (Units: 100's of nanoseconds on Windows - Not populated for Hyper-V Containers.)	Time spent by tasks of the cgroup in user mode (Units: nanoseconds on Linux) - Time spent by all container processes in user mode (Units: 100's of nanoseconds on Windows. Not populated for Hyper-V Containers)	System Usage. (Linux only)	Online CPUs. (Linux only)	Throttling Data. (Linux only) - Aggregate time the container was throttled for in nanoseconds.	Throttling Data. (Linux only) - Number of periods with throttling active.	Throttling Data. (Linux only) - Number of periods when the container hits its throttling limit.	current res_counter usage for memory	maximum usage ever recorded.	number of times memory usage hits limits.	memory limit	committed bytes	peak committed bytes	private working set
2021-08-30 16:11:20.12769305 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680369020000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680360890000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:22.158598134 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680385200000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680377090000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:24.204724844 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680401430000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680393300000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:26.242155053 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680417620000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680409480000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:28.276471054 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680433780000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680425710000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:30.318580305 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680449980000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680441860000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:32.342500667 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680466080000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680457990000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:34.378567876 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680482250000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680474130000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:36.426423419 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680498500000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680490360000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:38.459551545 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680514650000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680506520000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:40.492324004 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680530800000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680522720000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:42.526029255 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680546940000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680538860000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:44.555961089 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680563080000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680555010000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:46.586330923 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680579220000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680571160000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:48.607529091 +0000 UTC	6,28	4	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680595340000000	8	0	0	0	47209837	14412124	1976291	5235415	5726837	4074794	1698626	2427333	11658417	20000000	10000000	1680587250000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:50.646646592 +0000 UTC	7,60	4	0	52078378	14412124	1976291	6698039	6685671	4074794	1698626	2427333	14105500	20000000	10000000	1680611530000000	8	0	0	0	49237921	14412124	1976291	6128831	6225462	4074794	1698626	2427333	12294460	20000000	10000000	1680603450000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:52.680235968 +0000 UTC	12,89	4	0	55344752	14412124	1976291	7501872	7452296	4074794	1698626	2427333	15801416	20000000	10000000	1680627660000000	8	0	0	0	53352629	14412124	1976291	7222206	7104796	4074794	1698626	2427333	14436459	20000000	10000000	1680619610000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:54.711202969 +0000 UTC	18,17	4	0	57439794	14412124	1976291	8176039	8207630	4074794	1698626	2427333	16466957	20000000	10000000	1680643830000000	8	0	0	0	56448335	14412124	1976291	7848497	7909754	4074794	1698626	2427333	16100916	20000000	10000000	1680635730000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:56.748913512 +0000 UTC	23,46	4	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680660050000000	8	0	0	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680651960000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:11:58.781853221 +0000 UTC	23,46	4	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680676230000000	8	0	0	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680668140000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:12:00.817521764 +0000 UTC	23,46	4	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680692430000000	8	0	0	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680684290000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:12:02.846659042 +0000 UTC	23,46	4	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680708540000000	8	0	0	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680700460000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:12:04.87861671 +0000 UTC	23,46	4	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680724710000000	8	0	0	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680716610000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:12:06.906749335 +0000 UTC	23,46	4	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680740840000000	8	0	0	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680732750000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:12:08.94980517 +0000 UTC	23,46	4	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680757020000000	8	0	0	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680748920000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:12:10.979082254 +0000 UTC	23,46	4	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680773180000000	8	0	0	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680765070000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:12:13.008637713 +0000 UTC	23,46	4	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680789280000000	8	0	0	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680781230000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:12:15.029766173 +0000 UTC	23,46	4	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680805380000000	8	0	0	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680797320000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:12:17.049041674 +0000 UTC	23,46	4	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680821390000000	8	0	0	0	57573794	14412124	1976291	8235581	8207630	4074794	1698626	2427333	16541415	20000000	10000000	1680813340000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:12:19.074797841 +0000 UTC	24,78	4	0	61449585	14412124	1976291	9738623	8207630	5076917	1698626	3797959	16541415	30000000	10000000	1680837490000000	8	0	0	0	59670960	14412124	1976291	9175081	8207630	4624918	1698626	3034875	16541415	20000000	10000000	1680829400000000	8	0	0	0	925696	4063232	0	12543995904	0	0	0
2021-08-30 16:12:41.811532546 +0000 UTC	6	0	45693831	2367503	3856958	7314581	8517166	3889250	9246665	7076955	3424753	20000000	0	1681017320000000	8	0	0	0	44807831	2367503	3856958	7010247	8244750	3889250	9246665	6767705	3424753	20000000	0	1681009220000000	8	0	0	0	1081344	4169728	0	12543995904	0	0	0
2021-08-30 16:12:43.840718922 +0000 UTC	6	0	50347331	2367503	3856958	8175956	9685998	3889250	9246665	9700248	3424753	20000000	0	1681033470000000	8	0	0	0	48214165	2367503	3856958	7862165	9302374	3889250	9246665	8264497	3424753	20000000	0	1681025360000000	8	0	0	0	1089536	4169728	0	12543995904	0	0	0
2021-08-30 16:12:45.881426048 +0000 UTC	6	0	52648955	2367503	3856958	8950414	10550539	3889250	9246665	10362873	3424753	20000000	0	1681049650000000	8	0	0	0	51613288	2367503	3856958	8584164	10232997	3889250	9246665	10010998	3424753	20000000	0	1681041580000000	8	0	0	0	1089536	4169728	0	12543995904	0	0	0
2021-08-30 16:12:47.930755757 +0000 UTC	6	0	56111912	2367503	3856958	10248873	11609998	3889250	9246665	11467912	3424753	30000000	10000000	1681065820000000	8	0	0	0	53542997	2367503	3856958	9269248	10825456	3889250	9246665	10663164	3424753	20000000	0	1681057710000000	8	0	0	0	1089536	4169728	0	12543995904	0	0	0
2021-08-30 16:12:49.961596717 +0000 UTC	6	0	63820163	2367503	5688293	12760998	11990665	3889250	9246665	14452036	3424753	30000000	10000000	1681081980000000	8	0	0	0	60487995	2367503	4792084	12030873	11990665	3889250	9246665	12746202	3424753	30000000	10000000	1681073870000000	8	0	0	0	1089536	4169728	0	12543995904	0	0	0
2021-08-30 16:12:51.997957843 +0000 UTC	6	0	66854209	2367503	6623919	13688373	11990665	3889250	9713166	15156580	3424753	30000000	10000000	1681098170000000	8	0	0	0	64970041	2367503	5960752	12980748	11990665	3889250	9246665	15109705	3424753	30000000	10000000	1681090110000000	8	0	0	0	1089536	4169728	0	12543995904	0	0	0
2021-08-30 16:12:54.03866726 +0000 UTC	6	0	70858998	2367503	7609043	15259081	11990665	3889250	11162123	15156580	3424753	30000000	10000000	1681114390000000	8	0	0	0	68881333	2367503	7117877	14559956	11990665	3889250	10374749	15156580	3424753	30000000	10000000	1681106270000000	8	0	0	0	1089536	4169728	0	12543995904	0	0	0
2021-08-30 16:12:56.070470845 +0000 UTC	6	0	73784373	2367503	8260794	15908414	11990665	3889250	12786414	15156580	3424753	30000000	10000000	1681130570000000	8	0	0	0	72638331	2367503	8001085	15672331	11990665	3889250	12136164	15156580	3424753	30000000	10000000	1681122470000000	8	0	0	0	1089536	4169728	0	12543995904	0	0	0
2021-08-30 16:12:58.104364679 +0000 UTC	6	0	81580999	2367503	11439835	17717664	11990665	3889250	13467832	17283497	3424753	30000000	10000000	1681146720000000	8	0	0	0	75096083	2367503	8699252	16187706	11990665	3889250	13380374	15156580	3424753	30000000	10000000	1681138620000000	8	0	0	0	1097728	4169728	0	12543995904	0	0	0
2021-08-30 16:13:00.139671847 +0000 UTC	6	0	86513624	2367503	12858751	19730290	11990665	3889250	13467832	18784580	3424753	40000000	10000000	1681162920000000	8	0	0	0	82737166	2367503	11770959	18188665	11990665	3889250	13467832	17637539	3424753	30000000	10000000	1681154820000000	8	0	0	0	1097728	4169728	0	12543995904	0	0	0
2021-08-30 16:13:02.180580125 +0000 UTC	6	0	88890711	2367503	13769459	20299374	11990665	3889250	13467832	19681875	3424753	40000000	10000000	1681179090000000	8	0	0	0	87525293	2367503	13086376	20043415	11990665	3889250	13467832	19255499	3424753	40000000	10000000	1681170990000000	8	0	0	0	1101824	4169728	0	12543995904	0	0	0
2021-08-30 16:13:04.211931001 +0000 UTC	6	0	92265872	2367503	15169666	21224415	11990665	3889250	13467832	20731788	3424753	40000000	10000000	1681195260000000	8	0	0	0	90280625	2367503	14268792	20703457	11990665	3889250	13467832	20168373	3424753	40000000	10000000	1681187160000000	8	0	0	0	1101824	4169728	0	12543995904	0	0	0
2021-08-30 16:13:06.235954502 +0000 UTC	6	0	95418291	2367503	16050085	22304874	11990665	3889250	14659373	20731788	3424753	40000000	10000000	1681211370000000	8	0	0	0	94287039	2367503	15713084	21767957	11990665	3889250	14402039	20731788	3424753	40000000	10000000	1681203290000000	8	0	0	0	1101824	4169728	0	12543995904	0	0	0
2021-08-30 16:13:08.277790836 +0000 UTC	6	0	99356705	2367503	16050085	22304874	11990665	5466167	16798494	20954164	3424753	40000000	10000000	1681227600000000	8	0	0	0	98035080	2367503	16050085	22304874	11990665	4860750	16304662	20731788	3424753	40000000	10000000	1681219470000000	8	0	0	0	1101824	4169728	0	12543995904	0	0	0
2021-08-30 16:13:10.304553504 +0000 UTC	6	0	101910456	2367503	16050085	22304874	11990665	6460751	17542161	21769664	3424753	40000000	10000000	1681243700000000	8	0	0	0	100310955	2367503	16050085	22304874	11990665	5782542	17085161	21305372	3424753	40000000	10000000	1681235640000000	8	0	0	0	1101824	4169728	0	12543995904	0	0	0
2021-08-30 16:13:12.330744338 +0000 UTC	6	0	107764287	2367503	16050085	22304874	11990665	8492666	19827660	23306081	3424753	40000000	10000000	1681259860000000	8	0	0	0	107002914	2367503	16050085	22304874	11990665	7966792	19592161	23306081	3424753	40000000	10000000	1681251750000000	8	0	0	0	1101824	4169728	0	12543995904	0	0	0
2021-08-30 16:13:14.369378547 +0000 UTC	6	0	111999492	2367503	16050085	22304874	11990665	10563164	21196160	24102288	3424753	40000000	10000000	1681276040000000	8	0	0	0	108973119	2367503	16050085	22304874	11990665	8957665	20151702	23725872	3424753	40000000	10000000	1681267930000000	8	0	0	0	1101824	4169728	0	12543995904	0	0	0
2021-08-30 16:13:16.39173809 +0000 UTC	6	0	116120701	2367503	16050085	22304874	11990665	10563164	22249077	25623954	4971379	40000000	10000000	1681292160000000	8	0	0	0	114522201	2367503	16050085	22304874	11990665	10563164	21835952	25087371	4322587	40000000	10000000	1681284060000000	8	0	0	0	1101824	4169728	0	12543995904	0	0	0
2021-08-30 16:13:18.427699633 +0000 UTC	6	0	120722281	2367503	16050085	22304874	11990665	10563164	23617784	26868829	6959377	40000000	10000000	1681308180000000	8	0	0	0	118626741	2367503	16050085	22304874	11990665	10563164	23190576	26136454	6023420	40000000	10000000	1681300130000000	8	0	0	0	1110016	4169728	0	12543995904	0	0	0
2021-08-30 16:13:20.462093634 +0000 UTC	6	0	126993273	2367503	16050085	22304874	11990665	10563164	25100866	28128662	10487454	50000000	10000000	1681324350000000	8	0	0	0	123582778	2367503	16050085	22304874	11990665	10563164	24636200	27569120	8101167	50000000	10000000	1681316250000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:22.485123676 +0000 UTC	6	0	130786688	2367503	16050085	22304874	11990665	10563164	26321116	29349870	11839411	50000000	10000000	1681340440000000	8	0	0	0	128786981	2367503	16050085	22304874	11990665	10563164	25578950	28834995	11096745	50000000	10000000	1681332360000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:24.507817302 +0000 UTC	6	0	135434773	2367503	16050085	22304874	11990665	10563164	27352784	30742619	14063079	50000000	10000000	1681356590000000	8	0	0	0	132539063	2367503	16050085	22304874	11990665	10563164	26810825	29650328	12801619	50000000	10000000	1681348480000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:26.535938636 +0000 UTC	6	0	139719105	2367503	16050085	22304874	11990665	10563164	28498117	31425994	16518703	50000000	10000000	1681372740000000	8	0	0	0	137717440	2367503	16050085	22304874	11990665	10563164	27785034	30884786	15771329	50000000	10000000	1681364660000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:28.565607262 +0000 UTC	6	0	144050023	2367503	16050085	22304874	11990665	10563164	29661659	32597577	18514496	50000000	10000000	1681388920000000	8	0	0	0	141361273	2367503	16050085	22304874	11990665	10563164	28733242	31724119	17627621	50000000	10000000	1681380810000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:30.602163138 +0000 UTC	6	0	146227940	2367503	16050085	22304874	11990665	10563164	30254743	33490119	19206787	50000000	10000000	1681405080000000	8	0	0	0	145016063	2367503	16050085	22304874	11990665	10563164	29915367	32927952	18896453	50000000	10000000	1681396980000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:32.6229895 +0000 UTC	6	0	151243067	2367503	16050085	22304874	11990665	10563164	31919786	35436077	20610913	50000000	10000000	1681421200000000	8	0	0	0	148104774	2367503	16050085	22304874	11990665	10563164	30822119	34323785	19682579	50000000	10000000	1681413130000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:34.647906418 +0000 UTC	6	0	154336277	2367503	16541377	22304874	11990665	10563164	32681703	36697244	21189747	50000000	10000000	1681437350000000	8	0	0	0	152504276	2367503	16050085	22304874	11990665	10563164	32368078	35704744	21155163	50000000	10000000	1681429270000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:36.679798044 +0000 UTC	6	0	159159610	2367503	17454044	22304874	11990665	10563164	34966077	38323536	21189747	50000000	10000000	1681453510000000	8	0	0	0	155537611	2367503	16841794	22304874	11990665	10563164	33033786	37246078	21189747	50000000	10000000	1681445420000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:38.70745192 +0000 UTC	6	0	162308736	2367503	18424169	22304874	11990665	10563164	35860494	39608120	21189747	50000000	10000000	1681469650000000	8	0	0	0	160419151	2367503	17870794	22304874	11990665	10563164	35302285	38830119	21189747	50000000	10000000	1681461550000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:40.735775171 +0000 UTC	6	0	168706070	3828002	21224626	22304874	11990665	10563164	37522243	41421623	21189747	60000000	10000000	1681485820000000	8	0	0	0	164897569	2367503	19152377	22304874	11990665	10563164	36990660	40338579	21189747	50000000	10000000	1681477700000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:42.761735838 +0000 UTC	6	0	179477275	6077709	23054167	27657957	11990665	10563164	37522243	41421623	21189747	60000000	10000000	1681501960000000	8	0	0	0	176543194	4586586	22322417	26946749	11990665	10563164	37522243	41421623	21189747	60000000	10000000	1681493850000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:44.791955881 +0000 UTC	6	0	183011982	7034581	24509792	28780167	11990665	10563164	37522243	41421623	21189747	60000000	10000000	1681518080000000	8	0	0	0	181196982	6283749	24136708	28089083	11990665	10563164	37522243	41421623	21189747	60000000	10000000	1681509990000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:46.816783924 +0000 UTC	6	0	186168231	8061289	25740833	29678667	11990665	10563164	37522243	41421623	21189747	60000000	10000000	1681534230000000	8	0	0	0	184912857	7709831	25353875	29161709	11990665	10563164	37522243	41421623	21189747	60000000	10000000	1681526150000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:48.86112205 +0000 UTC	6	0	189538815	9311580	26730792	30809001	11990665	10563164	37522243	41421623	21189747	60000000	10000000	1681550410000000	8	0	0	0	187866275	8586207	26246542	30346084	11990665	10563164	37522243	41421623	21189747	60000000	10000000	1681542260000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:50.89212105 +0000 UTC	6	0	200022526	12283208	30102001	34949875	11990665	10563164	37522243	41421623	21189747	70000000	10000000	1681566520000000	8	0	0	0	197715566	11413081	29184834	34430209	11990665	10563164	37522243	41421623	21189747	70000000	10000000	1681558470000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:52.91883151 +0000 UTC	6	0	204232774	14572706	31454001	35518625	11990665	10563164	37522243	41421623	21189747	70000000	10000000	1681582630000000	8	0	0	0	201397317	12765041	30702959	35241875	11990665	10563164	37522243	41421623	21189747	70000000	10000000	1681574520000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:54.947600427 +0000 UTC	6	0	207323814	15486038	32469793	36680541	11990665	10563164	37522243	41421623	21189747	70000000	10000000	1681598770000000	8	0	0	0	205317732	14883956	31873960	35872374	11990665	10563164	37522243	41421623	21189747	70000000	10000000	1681590670000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:56.978227762 +0000 UTC	6	0	210565354	17036995	33208960	37631957	11990665	10563164	37522243	41421623	21189747	70000000	10000000	1681614900000000	8	0	0	0	209134521	16622537	32801043	37023499	11990665	10563164	37522243	41421623	21189747	70000000	10000000	1681606780000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
2021-08-30 16:13:59.013163929 +0000 UTC	6	0	213739229	18080536	34358294	38352998	12250624	10563164	37522243	41421623	21189747	70000000	10000000	1681631080000000	8	0	0	0	212250521	17557745	33960377	38044957	11990665	10563164	37522243	41421623	21189747	70000000	10000000	1681622970000000	8	0	0	0	1114112	4169728	0	12543995904	0	0	0
